transaction_id,sale_id,product_code,customer_id,date,price,discounts_applied,order_status
AAA112923,1,ph_white,,4/1/2023,28.28,,Order Fulfilled
AAA112924,1,vh_grey,,4/1/2023,28.84,,Order Fulfilled
AAA112925,1,ppolo,anix3786,4/1/2023,15.15,,Order Fulfilled
AAA112926,1,ppolo,kand5785,4/1/2023,15.15,,Order Fulfilled
AAA112926,2,vjean,kand5785,4/1/2023,32.45,10%pm,Order Fulfilled
AAA112926,3,ojean,kand5785,4/1/2023,23.94,"10%pm, odis",Order Fulfilled
AAA112927,1,ojean,,4/1/2023,33.25,,Order Fulfilled
AAA112928,1,ot_black,,4/1/2023,11.4,,Order Fulfilled
AAA112929,1,vpolo,,4/1/2023,15.45,,Order Fulfilled
AAA112929,2,vt_white,,4/1/2023,12.36,,Order Fulfilled
AAA112930,1,vt_white,,4/1/2023,12.36,,Order Fulfilled
AAA112931,1,vjean,mmar9823,4/1/2023,32.45,10%pm,Order Fulfilled
AAA112932,1,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA112933,1,ot_white,mjon9534,4/1/2023,9.12,odis,Order Fulfilled
AAA112934,1,oh_grey,,4/1/2023,26.6,,Order Fulfilled
AAA112935,1,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112935,2,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112935,3,vt_white,,4/1/2023,6.18,2f3,Order Fulfilled
AAA112936,1,vh_black,,4/1/2023,28.84,,Order Fulfilled
AAA112937,1,ppolo,sell5381,4/1/2023,15.15,,Order Fulfilled
AAA112938,1,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA112938,2,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA112938,3,vt_black,,4/1/2023,6.18,2f3,Order Fulfilled
AAA112939,1,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA112939,2,ph_black,,4/1/2023,24.04,15%h,Order Fulfilled
AAA112939,3,vjean,,4/1/2023,36.05,,Order Fulfilled
AAA112940,1,vjean,apot1747,4/1/2023,32.45,10%pm,Order Fulfilled
AAA112941,1,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA112942,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112943,1,ph_black,,4/1/2023,28.28,,Order Fulfilled
AAA112944,1,ot_black,,4/1/2023,11.4,,Order Fulfilled
AAA112945,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112945,2,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA112945,3,vh_white,,4/1/2023,28.84,,Order Fulfilled
AAA112946,1,vpolo,tesc2350,4/1/2023,15.45,,Order Fulfilled
AAA112947,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA112948,1,opolo,bhar3037,4/1/2023,11.4,odis,Order Fulfilled
AAA112949,1,vt_white,,4/1/2023,12.36,,Order Fulfilled
AAA112949,2,vh_grey,,4/1/2023,28.84,,Order Fulfilled
AAA112950,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA112951,1,pt_white,bbla6452,4/1/2023,12.12,,Order Fulfilled
AAA112951,2,ot_grey,bbla6452,4/1/2023,9.12,odis,Order Fulfilled
AAA112951,3,oh_white,bbla6452,4/1/2023,10.64,"odis, 2f3",Order Fulfilled
AAA112952,1,pjean,mall3283,4/1/2023,31.82,10%pm,Order Fulfilled
AAA112953,1,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112953,2,pt_white,,4/1/2023,12.12,,Order Fulfilled
AAA112953,3,vt_black,,4/1/2023,6.18,2f3,Order Fulfilled
AAA112954,1,ojean,,4/1/2023,33.25,,Order Fulfilled
AAA112955,1,opolo,wbro8468,4/1/2023,11.4,odis,Order Fulfilled
AAA112956,1,pt_white,,4/1/2023,12.12,,Order Fulfilled
AAA112957,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA112958,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112958,2,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112959,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112960,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112960,2,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112960,3,vt_black,,4/1/2023,6.18,2f3,Order Fulfilled
AAA112961,1,ot_black,jwar9412,4/1/2023,9.12,odis,Order Fulfilled
AAA112962,1,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112963,1,pjean,,4/1/2023,35.35,,Order Fulfilled
AAA112964,1,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA112965,1,ojean,,4/1/2023,33.25,,Order Fulfilled
AAA112965,2,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112965,3,vt_white,,4/1/2023,12.36,,Order Fulfilled
AAA112966,1,vpolo,,4/1/2023,15.45,,Order Fulfilled
AAA112966,2,ot_black,,4/1/2023,11.4,,Order Fulfilled
AAA112966,3,vh_black,,4/1/2023,28.84,,Order Fulfilled
AAA112967,1,pt_white,kwil2956,4/1/2023,12.12,,Order Fulfilled
AAA112968,1,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA112968,2,vpolo,,4/1/2023,15.45,,Order Fulfilled
AAA112968,3,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112969,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA112969,2,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112970,1,vh_grey,cols9089,4/1/2023,28.84,,Order Fulfilled
AAA112970,2,pt_black,cols9089,4/1/2023,12.12,,Order Fulfilled
AAA112970,3,vt_grey,cols9089,4/1/2023,12.36,,Order Fulfilled
AAA112970,4,vt_grey,cols9089,4/1/2023,6.18,2f3,Order Fulfilled
AAA112971,1,vt_grey,gsex1060,4/1/2023,12.36,,Order Fulfilled
AAA112972,1,pjean,,4/1/2023,35.35,,Order Fulfilled
AAA112972,2,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112972,3,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA112973,1,vt_black,bbai4744,4/1/2023,12.36,,Order Fulfilled
AAA112973,2,pt_grey,bbai4744,4/1/2023,12.12,,Order Fulfilled
AAA112973,3,oh_white,bbai4744,4/1/2023,10.64,"odis, 2f3",Order Fulfilled
AAA112974,1,ppolo,krya5972,4/1/2023,15.15,,Order Fulfilled
AAA112975,1,pt_white,jedw3608,4/1/2023,12.12,,Order Fulfilled
AAA112976,1,oh_grey,,4/1/2023,26.6,,Order Fulfilled
AAA112976,2,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112976,3,vt_black,,4/1/2023,12.36,,Order Fulfilled
AAA112977,1,opolo,jjac8781,4/1/2023,11.4,odis,Order Fulfilled
AAA112977,2,vh_white,jjac8781,4/1/2023,28.84,,Order Fulfilled
AAA112977,3,vt_white,jjac8781,4/1/2023,12.36,,Order Fulfilled
AAA112978,1,pt_white,,4/1/2023,12.12,,Order Fulfilled
AAA112978,2,vt_black,,4/1/2023,12.36,,Order Fulfilled
AAA112978,3,vpolo,,4/1/2023,7.72,2f3,Order Fulfilled
AAA112979,1,vt_grey,njac4611,4/1/2023,12.36,,Order Fulfilled
AAA112980,1,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA112981,1,vt_white,jali7686,4/1/2023,12.36,,Order Fulfilled
AAA112982,1,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112982,2,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112982,3,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112983,1,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA112984,1,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112984,2,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA112984,3,ot_grey,,4/1/2023,5.7,2f3,Order Fulfilled
AAA112984,4,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112984,5,vt_black,,4/1/2023,12.36,,Order Fulfilled
AAA112985,1,oh_white,,4/1/2023,26.6,,Order Fulfilled
AAA112986,1,ph_black,,4/1/2023,28.28,,Order Fulfilled
AAA112987,1,ot_black,cbel5575,4/1/2023,9.12,odis,Order Fulfilled
AAA112987,2,opolo,cbel5575,4/1/2023,11.4,odis,Order Fulfilled
AAA112987,3,opolo,cbel5575,4/1/2023,11.4,odis,Order Fulfilled
AAA112988,1,ot_black,jsul3036,4/1/2023,9.12,odis,Order Fulfilled
AAA112989,1,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112989,2,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA112989,3,vt_grey,,4/1/2023,6.18,2f3,Order Fulfilled
AAA112989,4,oh_grey,,4/1/2023,26.6,,Order Fulfilled
AAA112989,5,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA112990,1,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112991,1,vt_black,ghay9759,4/1/2023,12.36,,Order Fulfilled
AAA112992,1,vt_grey,opar4024,4/1/2023,12.36,,Order Fulfilled
AAA112992,2,ppolo,opar4024,4/1/2023,15.15,,Order Fulfilled
AAA112992,3,ppolo,opar4024,4/1/2023,15.15,,Order Fulfilled
AAA112993,1,ot_black,,4/1/2023,11.4,,Order Fulfilled
AAA112994,1,ot_black,,4/1/2023,11.4,,Order Fulfilled
AAA112995,1,ot_white,tguz3997,4/1/2023,9.12,odis,Order Fulfilled
AAA112995,2,ot_grey,tguz3997,4/1/2023,9.12,odis,Order Fulfilled
AAA112995,3,ph_white,tguz3997,4/1/2023,14.14,2f3,Order Fulfilled
AAA112996,1,ot_white,cdav3507,4/1/2023,9.12,odis,Order Fulfilled
AAA112997,1,ph_black,,4/1/2023,28.28,,Order Fulfilled
AAA112997,2,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA112997,3,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA112997,4,ot_white,,4/1/2023,11.4,,Order Fulfilled
AAA112997,5,oh_white,,4/1/2023,13.3,2f3,Order Fulfilled
AAA112998,1,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA112998,2,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA112999,1,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA112999,2,vpolo,,4/1/2023,15.45,,Order Fulfilled
AAA112999,3,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA113000,1,vt_black,rbax7227,4/1/2023,12.36,,Order Fulfilled
AAA113001,1,opolo,kwar6255,4/1/2023,11.4,odis,Order Fulfilled
AAA113002,1,oh_grey,,4/1/2023,26.6,,Order Fulfilled
AAA113003,1,ot_grey,dken3207,4/1/2023,9.12,odis,Order Fulfilled
AAA113004,1,ojean,clop7720,4/1/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113005,1,pt_grey,,4/1/2023,12.12,,Order Fulfilled
AAA113005,2,pt_black,,4/1/2023,12.12,,Order Fulfilled
AAA113005,3,opolo,,4/1/2023,7.12,2f3,Order Fulfilled
AAA113005,4,ppolo,,4/1/2023,15.15,,Order Fulfilled
AAA113006,1,ojean,mwal8137,4/1/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113007,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA113008,1,pjean,cchr8393,4/1/2023,31.82,10%pm,Order Fulfilled
AAA113009,1,vh_black,mwil4855,4/1/2023,28.84,,Order Fulfilled
AAA113010,1,ph_white,,4/1/2023,28.28,,Order Fulfilled
AAA113010,2,vt_white,,4/1/2023,12.36,,Order Fulfilled
AAA113010,3,pt_white,,4/1/2023,12.12,,Order Fulfilled
AAA113011,1,vt_white,ehay9304,4/1/2023,12.36,,Order Fulfilled
AAA113011,2,pt_black,ehay9304,4/1/2023,12.12,,Order Fulfilled
AAA113011,3,ppolo,ehay9304,4/1/2023,7.58,2f3,Order Fulfilled
AAA113012,1,vt_grey,jlov4543,4/1/2023,12.36,,Order Fulfilled
AAA113013,1,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA113014,1,ot_black,tleb3137,4/1/2023,9.12,odis,Order Fulfilled
AAA113014,2,ot_black,tleb3137,4/1/2023,9.12,odis,Order Fulfilled
AAA113014,3,vt_grey,tleb3137,4/1/2023,6.18,2f3,Order Fulfilled
AAA113015,1,vt_black,cweb5313,4/1/2023,12.36,,Order Fulfilled
AAA113016,1,ot_white,nnob7828,4/1/2023,9.12,odis,Order Fulfilled
AAA113016,2,ph_white,nnob7828,4/1/2023,28.28,,Order Fulfilled
AAA113016,3,ppolo,nnob7828,4/1/2023,15.15,,Order Fulfilled
AAA113017,1,ot_black,swil1308,4/1/2023,9.12,odis,Order Fulfilled
AAA113017,2,ot_white,swil1308,4/1/2023,9.12,odis,Order Fulfilled
AAA113018,1,opolo,lwil9639,4/1/2023,11.4,odis,Order Fulfilled
AAA113019,1,pt_white,cgar3718,4/1/2023,12.12,,Order Fulfilled
AAA113019,2,ph_white,cgar3718,4/1/2023,28.28,,Order Fulfilled
AAA113019,3,ot_grey,cgar3718,4/1/2023,9.12,odis,Order Fulfilled
AAA113020,1,ph_white,,4/1/2023,28.28,,Order Fulfilled
AAA113020,2,opolo,,4/1/2023,14.25,,Order Fulfilled
AAA113020,3,vh_white,,4/1/2023,28.84,,Order Fulfilled
AAA113021,1,ot_grey,,4/1/2023,11.4,,Order Fulfilled
AAA113022,1,vpolo,amar3693,4/1/2023,15.45,,Order Fulfilled
AAA113022,2,ojean,amar3693,4/1/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113022,3,ojean,amar3693,4/1/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113023,1,vt_grey,,4/1/2023,12.36,,Order Fulfilled
AAA113023,2,vt_black,,4/1/2023,12.36,,Order Fulfilled
AAA113023,3,ph_white,,4/1/2023,14.14,2f3,Order Fulfilled
AAA113024,1,oh_black,,4/1/2023,26.6,,Order Fulfilled
AAA113025,1,pt_white,,4/1/2023,12.12,,Order Fulfilled
AAA113026,1,ot_white,jdav4461,4/2/2023,9.12,odis,Order Fulfilled
AAA113026,2,vt_black,jdav4461,4/2/2023,12.36,,Order Fulfilled
AAA113026,3,vt_white,jdav4461,4/2/2023,6.18,2f3,Order Fulfilled
AAA113027,1,oh_black,mmcd2334,4/2/2023,21.28,odis,Order Fulfilled
AAA113028,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113029,1,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113030,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113031,1,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113032,1,vpolo,dben3479,4/2/2023,15.45,,Order Fulfilled
AAA113032,2,ot_grey,dben3479,4/2/2023,9.12,odis,Order Fulfilled
AAA113032,3,ot_black,dben3479,4/2/2023,9.12,odis,Order Fulfilled
AAA113033,1,ojean,,4/2/2023,33.25,,Order Fulfilled
AAA113034,1,ot_black,rpie3275,4/2/2023,9.12,odis,Order Fulfilled
AAA113035,1,ppolo,,4/2/2023,15.15,,Order Fulfilled
AAA113035,2,ph_grey,,4/2/2023,28.28,,Order Fulfilled
AAA113035,3,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113036,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113037,1,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113038,1,ot_grey,jmur5144,4/2/2023,9.12,odis,Order Fulfilled
AAA113038,2,ot_white,jmur5144,4/2/2023,9.12,odis,Order Fulfilled
AAA113038,3,vpolo,jmur5144,4/2/2023,7.72,2f3,Order Fulfilled
AAA113039,1,ppolo,wtho6832,4/2/2023,15.15,,Order Fulfilled
AAA113039,2,vt_black,wtho6832,4/2/2023,12.36,,Order Fulfilled
AAA113039,3,vh_white,wtho6832,4/2/2023,28.84,,Order Fulfilled
AAA113040,1,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113041,1,opolo,vwal2783,4/2/2023,11.4,odis,Order Fulfilled
AAA113041,2,vt_white,vwal2783,4/2/2023,12.36,,Order Fulfilled
AAA113042,1,ot_grey,ljoh7730,4/2/2023,9.12,odis,Order Fulfilled
AAA113042,2,vt_grey,ljoh7730,4/2/2023,12.36,,Order Fulfilled
AAA113042,3,pt_white,ljoh7730,4/2/2023,6.06,2f3,Order Fulfilled
AAA113043,1,oh_grey,,4/2/2023,26.6,,Order Fulfilled
AAA113043,2,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113043,3,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113044,1,ot_black,thub1434,4/2/2023,9.12,odis,Order Fulfilled
AAA113045,1,vh_black,mfor3460,4/2/2023,28.84,,Order Fulfilled
AAA113046,1,oh_grey,,4/2/2023,26.6,,Order Fulfilled
AAA113046,2,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113047,1,opolo,kham7014,4/2/2023,11.4,odis,Order Fulfilled
AAA113047,2,opolo,kham7014,4/2/2023,11.4,odis,Order Fulfilled
AAA113047,3,vjean,kham7014,4/2/2023,32.45,10%pm,Order Fulfilled
AAA113048,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113049,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113049,2,ojean,,4/2/2023,33.25,,Order Fulfilled
AAA113050,1,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113051,1,ojean,jhun7400,4/2/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113052,1,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113052,2,pt_white,,4/2/2023,12.12,,Order Fulfilled
AAA113052,3,vjean,,4/2/2023,18.02,2f3,Order Fulfilled
AAA113053,1,opolo,pgro6406,4/2/2023,11.4,odis,Order Fulfilled
AAA113054,1,pt_grey,,4/2/2023,12.12,,Order Fulfilled
AAA113054,2,oh_white,,4/2/2023,22.61,15%h,Order Fulfilled
AAA113054,3,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113054,4,ppolo,,4/2/2023,15.15,,Order Fulfilled
AAA113054,5,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113055,1,ph_grey,cols3792,4/2/2023,28.28,,Order Fulfilled
AAA113056,1,ot_black,lpal1855,4/2/2023,9.12,odis,Order Fulfilled
AAA113056,2,vjean,lpal1855,4/2/2023,32.45,10%pm,Order Fulfilled
AAA113057,1,opolo,ahug2333,4/2/2023,11.4,odis,Order Fulfilled
AAA113058,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113059,1,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113060,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113060,2,oh_grey,,4/2/2023,22.61,15%h,Order Fulfilled
AAA113061,1,pt_white,wmar3155,4/2/2023,12.12,,Order Fulfilled
AAA113062,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113063,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113064,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113065,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113066,1,vjean,mflo4549,4/2/2023,32.45,10%pm,Order Fulfilled
AAA113066,2,vh_grey,mflo4549,4/2/2023,24.51,15%h,Order Fulfilled
AAA113066,3,vpolo,mflo4549,4/2/2023,15.45,,Order Fulfilled
AAA113067,1,vjean,crod7645,4/2/2023,32.45,10%pm,Order Fulfilled
AAA113068,1,opolo,ccan7167,4/2/2023,11.4,odis,Order Fulfilled
AAA113069,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113070,1,ot_grey,asex6549,4/2/2023,9.12,odis,Order Fulfilled
AAA113070,2,ppolo,asex6549,4/2/2023,15.15,,Order Fulfilled
AAA113070,3,vt_white,asex6549,4/2/2023,12.36,,Order Fulfilled
AAA113071,1,pt_black,bjac5692,4/2/2023,12.12,,Order Fulfilled
AAA113072,1,vpolo,,4/2/2023,15.45,,Order Fulfilled
AAA113073,1,ot_black,ljoh8415,4/2/2023,9.12,odis,Order Fulfilled
AAA113074,1,ot_grey,eluc1888,4/2/2023,9.12,odis,Order Fulfilled
AAA113075,1,vt_grey,choo5334,4/2/2023,12.36,,Order Fulfilled
AAA113076,1,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113077,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113078,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113079,1,vh_black,,4/2/2023,28.84,,Order Fulfilled
AAA113079,2,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113079,3,vt_grey,,4/2/2023,12.36,,Order Fulfilled
AAA113080,1,oh_black,rhul1789,4/2/2023,21.28,odis,Order Fulfilled
AAA113081,1,oh_white,cgre4382,4/2/2023,21.28,odis,Order Fulfilled
AAA113082,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113082,2,vt_grey,,4/2/2023,12.36,,Order Fulfilled
AAA113082,3,ph_grey,,4/2/2023,14.14,2f3,Order Fulfilled
AAA113083,1,vjean,btho1404,4/2/2023,32.45,10%pm,Order Fulfilled
AAA113083,2,oh_grey,btho1404,4/2/2023,18.09,"15%h, odis",Order Fulfilled
AAA113084,1,ph_black,,4/2/2023,28.28,,Order Fulfilled
AAA113084,2,ph_white,,4/2/2023,28.28,,Order Fulfilled
AAA113084,3,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113085,1,ph_white,hvan2995,4/2/2023,28.28,,Order Fulfilled
AAA113086,1,pjean,ejoh5136,4/2/2023,31.82,10%pm,Order Fulfilled
AAA113087,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113087,2,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113088,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113089,1,pjean,bwhi4671,4/2/2023,31.82,10%pm,Order Fulfilled
AAA113089,2,pt_black,bwhi4671,4/2/2023,12.12,,Order Fulfilled
AAA113089,3,pt_black,bwhi4671,4/2/2023,12.12,,Order Fulfilled
AAA113089,4,pt_grey,bwhi4671,4/2/2023,6.06,2f3,Order Fulfilled
AAA113090,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113091,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113092,1,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113093,1,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113094,1,ot_black,egom7421,4/2/2023,9.12,odis,Order Fulfilled
AAA113095,1,vpolo,,4/2/2023,15.45,,Order Fulfilled
AAA113096,1,pt_white,,4/2/2023,12.12,,Order Fulfilled
AAA113097,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113098,1,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113099,1,ppolo,jcun3796,4/2/2023,15.15,,Order Fulfilled
AAA113099,2,vt_black,jcun3796,4/2/2023,12.36,,Order Fulfilled
AAA113100,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113101,1,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113101,2,ojean,,4/2/2023,33.25,,Order Fulfilled
AAA113101,3,ppolo,,4/2/2023,15.15,,Order Fulfilled
AAA113102,1,vt_white,scar6710,4/2/2023,12.36,,Order Fulfilled
AAA113103,1,vt_black,sfar5274,4/2/2023,12.36,,Order Fulfilled
AAA113103,2,vt_white,sfar5274,4/2/2023,12.36,,Order Fulfilled
AAA113103,3,ot_white,sfar5274,4/2/2023,4.56,"odis, 2f3",Order Fulfilled
AAA113104,1,ph_grey,coch8240,4/2/2023,28.28,,Order Fulfilled
AAA113105,1,oh_white,,4/2/2023,26.6,,Order Fulfilled
AAA113106,1,oh_grey,,4/2/2023,26.6,,Order Fulfilled
AAA113107,1,vt_white,rnas3225,4/2/2023,12.36,,Order Fulfilled
AAA113108,1,vt_black,rsch7992,4/2/2023,12.36,,Order Fulfilled
AAA113109,1,oh_white,dcar3978,4/2/2023,21.28,odis,Order Fulfilled
AAA113109,2,ot_black,dcar3978,4/2/2023,9.12,odis,Order Fulfilled
AAA113109,3,vt_white,dcar3978,4/2/2023,12.36,,Order Fulfilled
AAA113110,1,vh_white,,4/2/2023,28.84,,Order Fulfilled
AAA113110,2,vt_grey,,4/2/2023,12.36,,Order Fulfilled
AAA113111,1,oh_black,drob6310,4/2/2023,21.28,odis,Order Fulfilled
AAA113112,1,vh_grey,,4/2/2023,28.84,,Order Fulfilled
AAA113113,1,oh_white,hwil9977,4/2/2023,18.09,"15%h, odis",Order Fulfilled
AAA113113,2,ojean,hwil9977,4/2/2023,23.94,"10%pm, odis",Order Fulfilled
AAA113114,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113115,1,ph_grey,,4/2/2023,28.28,,Order Fulfilled
AAA113116,1,ot_black,,4/2/2023,11.4,,Order Fulfilled
