,Date,Review Score
0,2023-01-01,0.6857212098777051
1,2023-01-02,0.7564542841440882
2,2023-01-03,1.44948369729403
3,2023-01-04,1.2554374109462088
4,2023-01-05,1.6570772169069743
5,2023-01-06,0.7853953516767613
6,2023-01-07,1.6876127102234486
7,2023-01-08,0.7229343764577572
8,2023-01-09,1.7497457450693816
9,2023-01-10,1.0529173218083894
10,2023-01-11,0.569745126445196
11,2023-01-12,0.18439024617323352
12,2023-01-13,0.8492638425691534
13,2023-01-14,0.8718836510022805
14,2023-01-15,1.4288309550612261
15,2023-01-16,0.9447047485958964
16,2023-01-17,0.7837840107107776
17,2023-01-18,1.5385187364737682
18,2023-01-19,0.8875867193649243
19,2023-01-20,0.7118790918865484
20,2023-01-21,1.2873044586462865
21,2023-01-22,0.7550858905763665
22,2023-01-23,1.3294010708457564
23,2023-01-24,0.7015414441084028
24,2023-01-25,0.8885204085148103
25,2023-01-26,1.0760884877941332
26,2023-01-27,0.812936839867847
27,2023-01-28,0.9932742653213051
28,2023-01-29,1.4077359846200301
29,2023-01-30,1.2053008956600237
30,2023-01-31,1.2404849250173118
31,2023-02-01,1.6822847806903665
32,2023-02-02,2.426414884137184
33,2023-02-03,2.334781170254541
34,2023-02-04,2.5022095961308124
35,2023-02-05,1.636817083906949
36,2023-02-06,1.9137707016592715
37,2023-02-07,2.3167669512302003
38,2023-02-08,1.6955924412914343
39,2023-02-09,1.8869387651180218
40,2023-02-10,2.9629028687297634
41,2023-02-11,2.975880506133907
42,2023-02-12,2.61997027491368
43,2023-02-13,2.4692925681248843
44,2023-02-14,1.4903744252474351
45,2023-02-15,2.2562811157130613
46,2023-02-16,1.8204417024670574
47,2023-02-17,1.4707140511973162
48,2023-02-18,1.74549708070434
49,2023-02-19,2.0578325370231734
50,2023-02-20,1.7263222128506668
51,2023-02-21,1.72460028714658
52,2023-02-22,2.396020749211487
53,2023-02-23,2.072053242561616
54,2023-02-24,2.116729039831159
55,2023-02-25,2.055936198448149
56,2023-02-26,1.6621484283141745
57,2023-02-27,1.3147140410196558
58,2023-02-28,2.155282355210239
59,2023-03-01,2.746481683937278
60,2023-03-02,1.994608865707061
61,2023-03-03,2.8037163710174235
62,2023-03-04,2.4538910293296885
63,2023-03-05,3.3493251171538776
64,2023-03-06,3.26081261362017
65,2023-03-07,3.2484465724192346
66,2023-03-08,2.6674791909206546
67,2023-03-09,3.365775790931077
68,2023-03-10,3.1598248915670366
69,2023-03-11,2.7950727307800904
70,2023-03-12,2.7733312839307414
71,2023-03-13,3.44635407643685
72,2023-03-14,2.763197971518171
73,2023-03-15,3.151828236763139
74,2023-03-16,3.5169784934063917
75,2023-03-17,3.9546713127785544
76,2023-03-18,3.831936562218865
77,2023-03-19,3.450411382104515
78,2023-03-20,2.2470443242143063
79,2023-03-21,2.6554757852910145
80,2023-03-22,2.725956406263732
81,2023-03-23,3.8265749162826603
82,2023-03-24,2.6503410295139544
83,2023-03-25,3.1930831885491844
84,2023-03-26,3.0504335316286557
85,2023-03-27,2.532436395281228
86,2023-03-28,3.1909120048096917
87,2023-03-29,3.1991480430987465
88,2023-03-30,2.372112559129249
89,2023-03-31,3.611438723526705
90,2023-04-01,2.9567449855724064
91,2023-04-02,3.704621423545019
92,2023-04-03,4.485985146932788
93,2023-04-04,3.4033710832629804
94,2023-04-05,4.175132959781015
95,2023-04-06,3.3518198058622852
96,2023-04-07,3.9534879277778883
97,2023-04-08,2.8431134434139
98,2023-04-09,3.578714149143496
99,2023-04-10,3.228539276422855
100,2023-04-11,3.7991181289367497
101,2023-04-12,3.7923843020891717
102,2023-04-13,3.66316791434543
103,2023-04-14,4.398956598283373
104,2023-04-15,3.556560198064281
105,2023-04-16,4.317193336594525
106,2023-04-17,4.8146378849794305
107,2023-04-18,4.069532075152341
108,2023-04-19,3.5711648977123
109,2023-04-20,3.3753307425692287
110,2023-04-21,3.6451074499402503
111,2023-04-22,4.352321360374946
112,2023-04-23,4.077795367484449
113,2023-04-24,4.4683976081269945
114,2023-04-25,4.385165439663606
115,2023-04-26,4.0704053259391175
116,2023-04-27,4.236744130833231
117,2023-04-28,4.927623104710239
118,2023-04-29,4.70782811308734
119,2023-04-30,3.8486269915478735
120,2023-05-01,5.494839720967946
121,2023-05-02,5.292925402908968
122,2023-05-03,5.56819403876987
123,2023-05-04,5.335808286017955
124,2023-05-05,4.512916282478505
125,2023-05-06,4.1901577173136495
126,2023-05-07,5.286313508602543
127,2023-05-08,5.951309099184916
128,2023-05-09,4.612167946030015
129,2023-05-10,4.905955130975175
130,2023-05-11,4.4821261369023935
131,2023-05-12,5.58891475235283
132,2023-05-13,3.84741657247824
133,2023-05-14,3.8681698494820957
134,2023-05-15,5.187509959910076
135,2023-05-16,4.958828176604324
136,2023-05-17,4.760188492463096
137,2023-05-18,4.849452606738293
138,2023-05-19,5.268493957228181
139,2023-05-20,4.7930980054751675
140,2023-05-21,4.4515375141334435
141,2023-05-22,4.536318535963517
142,2023-05-23,5.444169430998421
143,2023-05-24,4.73762902251889
144,2023-05-25,4.307361208116401
145,2023-05-26,5.051089163471985
146,2023-05-27,5.252497360890006
147,2023-05-28,5.664480373776612
148,2023-05-29,5.108951693560835
149,2023-05-30,4.670144376395165
150,2023-05-31,5.237003933638515
151,2023-06-01,6.363587435010218
152,2023-06-02,5.9805473466680965
153,2023-06-03,5.977700303637214
154,2023-06-04,6.130066452469384
155,2023-06-05,5.965071750871908
156,2023-06-06,6.125056953441563
157,2023-06-07,5.489043337786536
158,2023-06-08,5.424781115090745
159,2023-06-09,5.581944310249615
160,2023-06-10,6.321105471664713
