,Date,Temperature
0,2013-01-01,68.53702896420954
1,2013-01-02,78.48673240506974
2,2013-01-03,67.16698487681148
3,2013-01-04,64.98367121548056
4,2013-01-05,70.87314788906785
5,2013-01-06,74.91163491900149
6,2013-01-07,75.18722398365455
7,2013-01-08,70.79595883334406
8,2013-01-09,65.05951656015695
9,2013-01-10,67.47329639051057
10,2013-01-11,59.90859065822892
11,2013-01-12,65.4343923121559
12,2013-01-13,69.10771592551369
13,2013-01-14,71.9450107032674
14,2013-01-15,68.3027283926761
15,2013-01-16,69.7151047251113
16,2013-01-17,68.01907277625091
17,2013-01-18,73.75512652094885
18,2013-01-19,65.50443530786731
19,2013-01-20,74.18773957073164
20,2013-01-21,79.80440406256955
21,2013-01-22,72.36394828010965
22,2013-01-23,67.36454194887979
23,2013-01-24,67.31864927956607
24,2013-01-25,76.04918611092049
25,2013-01-26,64.36705287064001
26,2013-01-27,65.23097789863718
27,2013-01-28,64.17775773064767
28,2013-01-29,63.60743079739657
29,2013-01-30,64.77591840310072
30,2013-01-31,73.94952470892747
31,2013-02-01,75.51141282294012
32,2013-02-02,66.51463463819908
33,2013-02-03,71.03667023022845
34,2013-02-04,73.79578337554118
35,2013-02-05,70.50282101548582
36,2013-02-06,65.22528621191381
37,2013-02-07,62.647991324309594
38,2013-02-08,75.05213776562755
39,2013-02-09,72.48089706144191
40,2013-02-10,72.88477946699327
41,2013-02-11,64.46176549549484
42,2013-02-12,71.17488596444527
43,2013-02-13,73.1449979372841
44,2013-02-14,71.57016921823573
45,2013-02-15,66.27488391596155
46,2013-02-16,75.06130255032667
47,2013-02-17,62.36184025910613
48,2013-02-18,74.64370962403471
49,2013-02-19,75.40527972043537
50,2013-02-20,77.86165158767612
51,2013-02-21,68.28753904874779
52,2013-02-22,65.00284991719239
53,2013-02-23,73.9694018115419
54,2013-02-24,66.50392360456513
55,2013-02-25,70.21997755721995
56,2013-02-26,68.41268891419963
57,2013-02-27,65.48964014293458
58,2013-02-28,71.60499733092446
59,2013-03-01,59.03992041720982
60,2013-03-02,68.9610284082202
61,2013-03-03,61.165344557716324
62,2013-03-04,57.34134326766037
63,2013-03-05,65.74946270604853
64,2013-03-06,68.15816926405611
65,2013-03-07,68.88467298526612
66,2013-03-08,70.0917686541358
67,2013-03-09,54.23179800154793
68,2013-03-10,60.97427784521664
69,2013-03-11,66.53326147251516
70,2013-03-12,73.59501639968073
71,2013-03-13,69.91872246837364
72,2013-03-14,75.50670025924056
73,2013-03-15,63.37530288543
74,2013-03-16,67.37208497641004
75,2013-03-17,60.50014596215347
76,2013-03-18,63.978238901880005
77,2013-03-19,62.32352140858513
78,2013-03-20,62.830056703416396
79,2013-03-21,64.03275439407169
80,2013-03-22,66.01358769945341
81,2013-03-23,66.11106332258242
82,2013-03-24,68.71726719791363
83,2013-03-25,66.6999423369343
84,2013-03-26,64.27977185575187
85,2013-03-27,63.38710729234027
86,2013-03-28,64.46434139920657
87,2013-03-29,63.754814292765175
88,2013-03-30,68.45485527590989
89,2013-03-31,70.32762595335632
90,2013-04-01,69.37022268973543
91,2013-04-02,59.01148620029792
92,2013-04-03,65.34686112669375
93,2013-04-04,56.02660179203662
94,2013-04-05,64.8658735912629
95,2013-04-06,68.41336141045532
96,2013-04-07,62.252052491665026
97,2013-04-08,68.36318023629437
98,2013-04-09,57.30716064842262
99,2013-04-10,58.556773584541816
100,2013-04-11,62.320950786781566
101,2013-04-12,68.11105177292912
102,2013-04-13,60.91285271829006
103,2013-04-14,60.732234495456126
104,2013-04-15,58.0418582081099
105,2013-04-16,64.01440522221311
106,2013-04-17,69.23347570447218
107,2013-04-18,66.50340054546847
108,2013-04-19,66.48325327168132
109,2013-04-20,61.96512762538168
110,2013-04-21,60.18345320368043
111,2013-04-22,66.38622958208185
112,2013-04-23,62.8404446218293
113,2013-04-24,62.13195882140309
114,2013-04-25,67.49120311201808
115,2013-04-26,62.01106274163635
116,2013-04-27,58.81111870307397
117,2013-04-28,67.54594247665483
118,2013-04-29,63.40359945216933
119,2013-04-30,57.81485328075654
120,2013-05-01,51.43547052564192
121,2013-05-02,57.47705937913433
122,2013-05-03,68.68704830739138
123,2013-05-04,55.03589698226896
124,2013-05-05,55.31863070457211
